,GTO_per_unit_vol,segment,sub_segment,Product_Set,Brand,Sub_Brand,Pack_Type,Tax,province,Discount_Total,Premium,Tier 1,Tier 2,RETURNABLE
4622,389.11392405063293,Drink Led,Beer bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,39.75,Limburg,141.39,0,1,0,1
4623,389.1139240506329,Drink Led,Beer bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,42.4,Limburg,155.26,0,1,0,1
4624,365.0291828793774,Drink Led,Beer bar,RETURNABLE_BOTTLE_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,10.6,Limburg,255.28,0,1,0,1
4625,350.31666666666666,Drink Led,Beer bar,RETURNABLE_BOTTLE_PURE BLONDE_PURE BLONDE REGULAR,PURE BLONDE,PURE BLONDE REGULAR,BOTTLE,8.03,Limburg,60.57,0,1,0,1
4626,430.49999999999994,Drink Led,Beer bar,RETURNABLE_BOTTLE_SCOTCH CTS_SCOTCH CTS,SCOTCH CTS,SCOTCH CTS,BOTTLE,18.0,Limburg,68.41,0,1,0,1
4627,426.3,Drink Led,Beer bar,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN GRAND CRU,HOEGAARDEN,HOEGAARDEN GRAND CRU,KEG,21.65,Limburg,46.83,0,1,0,1
4628,246.6,Drink Led,Beer bar,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,KEG,192.4,Limburg,502.51,0,1,0,1
4629,254.28000000000003,Drink Led,Beer bar,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,1551.31,Limburg,4323.94,0,1,0,1
4630,298.7,Drink Led,Beer bar,RETURNABLE_KEG_PURE BLONDE_PURE BLONDE REGULAR,PURE BLONDE,PURE BLONDE REGULAR,KEG,12.03,Limburg,34.4,0,1,0,1
4631,266.4019867549669,Drink Led,Beer bar,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,1452.72,Limburg,4819.8,0,1,0,1
4632,362.1732394366197,Drink Led,Beer bar,RETURNABLE_KEG_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,KEG,255.98,Limburg,0.0,0,1,0,1
4654,307.98619102416563,Institutional,Institutional,OW_CAN_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,CAN,29.48,Brussels Capital Region,143.08,0,0,0,0
4659,425.56962025316454,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN JULIUS,HOEGAARDEN,HOEGAARDEN JULIUS,BOTTLE,2.97,Antwerp,6.13,0,0,1,1
4660,347.0,Drink Led,Bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,6.2,Antwerp,73.82,0,0,1,1
4661,389.1139240506329,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,29.15,Antwerp,61.82,0,0,1,1
4662,379.7329585382994,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,7.36,Antwerp,94.73,0,0,1,1
4663,417.2151898734177,Drink Led,Bar,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,16.41,Antwerp,24.41,0,0,1,1
4664,308.25000000000006,Drink Led,Bar,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,KEG,197.21,Antwerp,466.14,0,0,1,1
4665,261.37165605095544,Drink Led,Bar,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,1510.45,Antwerp,2980.88,0,0,1,1
4666,396.66666666666663,Drink Led,Bar,RETURNABLE_PERFECTDRAFT_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,PERFECTDRAFT,104.38,Antwerp,226.67,0,0,1,1
4667,349.6666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,20.56,Antwerp,63.04,0,1,0,1
4668,302.8333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,19.8,Antwerp,43.29,0,1,0,1
4669,347.0,Drink Led,Bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,3.41,Antwerp,45.1,0,1,0,1
4670,294.16689008042897,Drink Led,Bar,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,1139.85,Antwerp,2186.16,0,1,0,1
4671,389.113924050633,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,23.85,Antwerp,50.58,0,1,0,1
4672,389.11392405063293,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,39.75,Antwerp,84.3,0,1,0,1
4673,417.2151898734177,Drink Led,Bar,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,19.68,Antwerp,35.58,0,1,0,1
4674,254.28,Drink Led,Bar,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,1358.88,Antwerp,1300.63,0,1,0,1
4683,454.7058823529411,Food Led,Hybrid,OW_BOTTLE_CORONA_CORONA EXTRA,CORONA,CORONA EXTRA,BOTTLE,5.78,Brussels Capital Region,0.0,0,0,0,0
4684,429.2405063291139,Food Led,Hybrid,OW_BOTTLE_CUBANISTO_CUBANISTO RUM,CUBANISTO,CUBANISTO RUM,BOTTLE,3.0,Brussels Capital Region,0.0,0,0,0,0
4685,425.56962025316454,Food Led,Hybrid,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN JULIUS,HOEGAARDEN,HOEGAARDEN JULIUS,BOTTLE,11.86,Brussels Capital Region,33.64,0,0,0,1
4686,347.0,Food Led,Hybrid,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,0.62,Brussels Capital Region,4.4,0,0,0,1
4687,196.44444444444446,Food Led,Hybrid,RETURNABLE_BOTTLE_PIEDBOEUF_PIEDBOEUF FONCEE,PIEDBOEUF,PIEDBOEUF FONCEE,BOTTLE,2.43,Brussels Capital Region,32.86,0,0,0,1
4688,408.29999999999995,Food Led,Hybrid,RETURNABLE_KEG_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,KEG,19.24,Brussels Capital Region,39.34,0,0,0,1
4689,366.35,Food Led,Hybrid,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,KEG,12.03,Brussels Capital Region,62.73,0,0,0,1
4690,283.3333333333333,Food Led,Hybrid,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,KEG,21.65,Brussels Capital Region,93.88,0,0,0,1
4691,254.28000000000003,Food Led,Hybrid,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,60.13,Brussels Capital Region,261.89,0,0,0,1
4692,420.4,Food Led,Hybrid,RETURNABLE_KEG_LEFFE_LEFFE,LEFFE,LEFFE,KEG,51.31,Brussels Capital Region,10.66,0,0,0,1
4693,368.73333333333335,Food Led,Hybrid,RETURNABLE_KEG_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,KEG,105.82,Brussels Capital Region,404.98,0,0,0,1
4694,368.73333333333335,Food Led,Hybrid,RETURNABLE_KEG_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,KEG,48.1,Brussels Capital Region,160.9,0,0,0,1
4695,261.34,Food Led,Hybrid,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,36.08,Brussels Capital Region,216.12,0,0,0,1
4696,453.3333333333333,Food Led,Hybrid,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,1.52,East Flanders,0.0,0,0,1,1
4697,449.6666666666667,Food Led,Hybrid,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE KRIEK CLASSIQUE,BELLE VUE,BELLE VUE KRIEK CLASSIQUE,BOTTLE,1.52,East Flanders,0.0,0,0,1,1
4698,425.56962025316454,Food Led,Hybrid,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN JULIUS,HOEGAARDEN,HOEGAARDEN JULIUS,BOTTLE,2.97,East Flanders,0.0,0,0,1,1
4699,302.83333333333337,Food Led,Hybrid,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,1.52,East Flanders,0.0,0,0,1,1
4700,347.0,Food Led,Hybrid,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,0.62,East Flanders,0.0,0,0,1,1
4701,294.16666666666663,Food Led,Hybrid,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,3.06,East Flanders,0.0,0,0,1,1
4702,389.1139240506329,Food Led,Hybrid,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,2.65,East Flanders,0.0,0,0,1,1
4703,389.1139240506329,Food Led,Hybrid,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,2.65,East Flanders,0.0,0,0,1,1
4704,417.2151898734177,Food Led,Hybrid,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,3.28,East Flanders,0.0,0,0,1,1
4705,386.79999999999995,Food Led,Hybrid,RETURNABLE_KEG_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,KEG,6.41,East Flanders,0.0,0,0,1,1
4706,386.79999999999995,Food Led,Hybrid,RETURNABLE_KEG_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,KEG,6.41,East Flanders,0.0,0,0,1,1
4707,414.45,Food Led,Hybrid,RETURNABLE_KEG_LEFFE_LEFFE RUBY,LEFFE,LEFFE RUBY,KEG,5.61,East Flanders,0.0,0,0,1,1
4708,274.09999999999997,Food Led,Hybrid,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,19.24,East Flanders,0.0,0,0,1,1
4709,354.70588235294116,Entertainment Led,Sports Venue,OW_BOTTLE_CORONA_CORONA EXTRA,CORONA,CORONA EXTRA,BOTTLE,5.78,Liège,14.3,1,0,1,0
4710,473.76666666666665,Entertainment Led,Sports Venue,OW_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,37.73,Liège,0.0,1,0,1,0
4711,328.00000000000006,Entertainment Led,Sports Venue,"RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSE 0,0",HOEGAARDEN,"HOEGAARDEN ROSE 0,0",BOTTLE,1.55,Liège,25.37,1,0,1,1
4712,302.8333333333333,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,13.74,Liège,28.68,1,0,1,1
4713,347.00000000000006,Entertainment Led,Sports Venue,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,4.34,Liège,74.81,1,0,1,1
4714,294.16666666666663,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,1.52,Liège,4.42,1,0,1,1
4715,389.1139240506329,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,10.6,Liège,28.8,1,0,1,1
4716,389.11392405063293,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,7.95,Liège,21.6,1,0,1,1
4717,379.040404040404,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,4.09,Liège,75.06,1,0,1,1
4718,196.44444444444446,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_PIEDBOEUF_PIEDBOEUF FONCEE,PIEDBOEUF,PIEDBOEUF FONCEE,BOTTLE,3.41,Liège,25.75,1,0,1,1
4719,366.34999999999997,Entertainment Led,Sports Venue,RETURNABLE_KEG_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,KEG,32.07,Liège,138.81,1,0,1,1
4720,254.28,Entertainment Led,Sports Venue,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,601.3,Liège,1129.34,1,0,1,1
4721,261.34,Entertainment Led,Sports Venue,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,841.81,Liège,2361.04,1,0,1,1
4722,365.77500000000003,Entertainment Led,Sports Venue,RETURNABLE_KEG_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,KEG,86.55,Liège,206.26,1,0,1,1
4723,379.3633692458374,Food Led,Restaurant,OW_BOTTLE_CORONA_CORONA EXTRA,CORONA,CORONA EXTRA,BOTTLE,34.71,Flemish Brabant,0.0,0,1,0,0
4724,302.83333333333337,Food Led,Restaurant,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,12.22,Flemish Brabant,15.97,0,1,0,1
4725,285.8333333333333,Food Led,Restaurant,RETURNABLE_BOTTLE_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,56.53,Flemish Brabant,61.87,0,1,0,1
4726,257.99999999999994,Drink Led,Bar,OW_BULK_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BULK,5340.31,Antwerp,19006.56,0,1,0,0
4727,347.0,Drink Led,Bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,0.93,Antwerp,19.03,0,1,0,1
4729,255.37787072243347,Drink Led,Bar,RETURNABLE_KEG_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,KEG,3162.79,Antwerp,10596.37,0,1,0,1
4751,315.56962025316454,Institutional,Institutional,"OW_CAN_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",CAN,1.08,Antwerp,10.1,0,1,0,0
4752,325.7766497461929,Institutional,Institutional,OW_CAN_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,CAN,167.2,Antwerp,954.13,0,1,0,0
4753,349.6666666666667,Institutional,Institutional,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,3.84,Antwerp,27.93,0,1,0,1
4754,302.83333333333337,Institutional,Institutional,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,12.18,Antwerp,86.23,0,1,0,1
4755,347.0,Institutional,Institutional,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,5.89,Antwerp,291.39,0,1,0,1
4756,294.15977011494255,Institutional,Institutional,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,221.5,Antwerp,1881.77,0,1,0,1
4757,388.8456133306565,Institutional,Institutional,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,166.99,Antwerp,1201.34,0,1,0,1
4758,389.15370705244123,Institutional,Institutional,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,92.75,Antwerp,666.35,0,1,0,1
4759,396.7299578059072,Institutional,Institutional,RETURNABLE_BOTTLE_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,4.91,Antwerp,214.2,0,1,0,1
4760,285.83333333333337,Institutional,Institutional,RETURNABLE_BOTTLE_STELLA ARTOIS_STELLA ARTOIS REGULAR,STELLA ARTOIS,STELLA ARTOIS REGULAR,BOTTLE,4.58,Antwerp,27.74,0,1,0,1
4761,416.16161616161617,Institutional,Institutional,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,16.42,Antwerp,68.49,0,1,0,1
4766,413.8333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE GUEUZE,BELLE VUE,BELLE VUE GUEUZE,BOTTLE,4.54,East Flanders,17.5,0,0,1,1
4767,449.6666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE KRIEK CLASSIQUE,BELLE VUE,BELLE VUE KRIEK CLASSIQUE,BOTTLE,1.52,East Flanders,6.36,0,0,1,1
4768,503.9240506329114,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN GRAND CRU,HOEGAARDEN,HOEGAARDEN GRAND CRU,BOTTLE,5.94,East Flanders,18.42,0,0,1,1
4769,425.56962025316454,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN JULIUS,HOEGAARDEN,HOEGAARDEN JULIUS,BOTTLE,2.97,East Flanders,0.0,0,0,1,1
4770,328.0,Drink Led,Bar,"RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSE 0,0",HOEGAARDEN,"HOEGAARDEN ROSE 0,0",BOTTLE,0.31,East Flanders,4.83,0,0,1,1
4771,349.6666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,2.56,East Flanders,9.84,0,0,1,1
4772,302.8333333333333,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,22.86,East Flanders,62.4,0,0,1,1
4773,347.0,Drink Led,Bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,3.1,East Flanders,51.29,0,0,1,1
4774,291.0,Drink Led,Bar,RETURNABLE_BOTTLE_JUPILER_JUPILER BLUE,JUPILER,JUPILER BLUE,BOTTLE,2.08,East Flanders,8.2,0,0,1,1
4775,304.0,Drink Led,Bar,RETURNABLE_BOTTLE_LEFFE_LEFFE SANS ALCOOL/ALCOHOLVRIJ,LEFFE,LEFFE SANS ALCOOL/ALCOHOLVRIJ,BOTTLE,2.04,East Flanders,29.61,0,0,1,1
4776,350.30555555555554,Drink Led,Bar,RETURNABLE_BOTTLE_PURE BLONDE_PURE BLONDE REGULAR,PURE BLONDE,PURE BLONDE REGULAR,BOTTLE,4.82,East Flanders,25.27,0,0,1,1
4777,430.5,Drink Led,Bar,RETURNABLE_BOTTLE_SCOTCH CTS_SCOTCH CTS,SCOTCH CTS,SCOTCH CTS,BOTTLE,-2.0,East Flanders,0.0,0,0,1,1
4778,417.2151898734177,Drink Led,Bar,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,29.53,East Flanders,54.41,0,0,1,1
4779,254.28,Drink Led,Bar,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,938.05,East Flanders,1346.79,0,0,1,1
4780,386.79999999999995,Drink Led,Bar,RETURNABLE_KEG_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,KEG,51.28,East Flanders,85.12,0,0,1,1
4781,386.79999999999995,Drink Led,Bar,RETURNABLE_KEG_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,KEG,83.33,East Flanders,138.32,0,0,1,1
4795,200.0,Institutional,Institutional,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,47.36,East Flanders,0.0,0,0,1,1
4809,429.24050632911394,Entertainment Led,Sports Venue,OW_BOTTLE_CUBANISTO_CUBANISTO RUM,CUBANISTO,CUBANISTO RUM,BOTTLE,18.0,Hainaut,37.08,0,0,1,0
4810,573.3333333333334,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_BASS_BASS PALE ALE,BASS,BASS PALE ALE,BOTTLE,7.6,Hainaut,32.85,0,0,1,1
4811,453.3333333333333,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,4.56,Hainaut,15.39,0,0,1,1
4812,413.8333333333333,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE GUEUZE,BELLE VUE,BELLE VUE GUEUZE,BOTTLE,1.52,Hainaut,4.66,0,0,1,1
4813,425.56962025316454,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN JULIUS,HOEGAARDEN,HOEGAARDEN JULIUS,BOTTLE,14.85,Hainaut,30.65,0,0,1,1
4814,349.6666666666667,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,12.8,Hainaut,39.4,0,0,1,1
4815,302.83333333333337,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,6.08,Hainaut,13.32,0,0,1,1
4816,342.6666666666667,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN YELLOW,HOEGAARDEN,HOEGAARDEN YELLOW,BOTTLE,1.04,Hainaut,3.9,0,0,1,1
4817,347.0,Entertainment Led,Sports Venue,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,0.31,Hainaut,0.0,0,0,1,1
4818,294.16666666666663,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,BOTTLE,12.23,Hainaut,25.8,0,0,1,1
4819,290.9148264984227,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_LEFFE_FLAVOURED ALCOHOLIC,LEFFE,FLAVOURED ALCOHOLIC,BOTTLE,10.61,Hainaut,16.85,0,0,1,1
4820,389.1139240506329,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_LEFFE_LEFFE BLONDE,LEFFE,LEFFE BLONDE,BOTTLE,45.05,Hainaut,95.54,0,0,1,1
4821,389.1139240506329,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_LEFFE_LEFFE BRUNE,LEFFE,LEFFE BRUNE,BOTTLE,2.65,Hainaut,5.62,0,0,1,1
4822,387.87809085681425,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_LEFFE_LEFFE RUBY,LEFFE,LEFFE RUBY,BOTTLE,51.28,Hainaut,119.03,0,0,1,1
4823,430.5,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_SCOTCH CTS_SCOTCH CTS,SCOTCH CTS,SCOTCH CTS,BOTTLE,8.0,Hainaut,19.04,0,0,1,1
4824,417.2151898734177,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_TRIPEL KARMELIET_TRIPEL KARMELIET,TRIPEL KARMELIET,TRIPEL KARMELIET,BOTTLE,16.4,Hainaut,24.4,0,0,1,1
4825,362.83333333333337,Entertainment Led,Sports Venue,RETURNABLE_BOTTLE_VIEUX TEMPS_VIEUX TEMPS REGULAR,VIEUX TEMPS,VIEUX TEMPS REGULAR,BOTTLE,3.84,Hainaut,12.3,0,0,1,1
4826,258.78881987577637,Entertainment Led,Sports Venue,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,387.26,Hainaut,445.06,0,0,1,1
4827,347.0,Drink Led,Bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,3.41,West Flanders,16.4,0,0,1,1
4828,254.29351403678606,Drink Led,Bar,RETURNABLE_KEG_JUPILER_JUPILER PILS,JUPILER,JUPILER PILS,KEG,2484.5,West Flanders,0.0,0,0,1,1
4829,816.9411764705882,Drink Led,Bar,OW_BOTTLE_CORONA_CORONA EXTRA,CORONA,CORONA EXTRA,BOTTLE,5.78,Hainaut,0.0,0,0,1,0
4830,573.3333333333334,Drink Led,Bar,RETURNABLE_BOTTLE_BASS_BASS PALE ALE,BASS,BASS PALE ALE,BOTTLE,7.64,Hainaut,32.87,0,0,1,1
4831,453.3260869565218,Drink Led,Bar,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE EXTRA KRIEK,BELLE VUE,BELLE VUE EXTRA KRIEK,BOTTLE,35.12,Hainaut,112.95,0,0,1,1
4832,413.82051282051276,Drink Led,Bar,RETURNABLE_BOTTLE_BELLE VUE_BELLE VUE GUEUZE,BELLE VUE,BELLE VUE GUEUZE,BOTTLE,19.84,Hainaut,55.92,0,0,1,1
4833,349.6666666666667,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN ROSEE,HOEGAARDEN,HOEGAARDEN ROSEE,BOTTLE,2.56,Hainaut,7.88,0,0,1,1
4834,302.81666666666666,Drink Led,Bar,RETURNABLE_BOTTLE_HOEGAARDEN_HOEGAARDEN WHITE,HOEGAARDEN,HOEGAARDEN WHITE,BOTTLE,15.26,Hainaut,29.96,0,0,1,1
4835,347.0,Drink Led,Bar,"RETURNABLE_BOTTLE_JUPILER_JUPILER 0,0",JUPILER,"JUPILER 0,0",BOTTLE,1.55,Hainaut,20.5,0,0,1,1
4836,377.34177215189874,Drink Led,Bar,RETURNABLE_BOTTLE_KWAK_KWAK,KWAK,KWAK,BOTTLE,3.28,Hainaut,4.3,0,0,1,1
